word,prevalence_l2
pound,0.995535714285714
travel,0.995515695067264
total,0.995515695067264
sleep,0.995515695067264
people,0.995515695067264
video,0.995515695067264
there,0.995515695067264
playlist,0.995515695067264
ice,0.995495495495495
out,0.995495495495495
texture,0.995495495495495
lion,0.995495495495495
it,0.995495495495495
kiss,0.995475113122172
seven,0.995475113122172
my,0.995475113122172
deep,0.995475113122172
worry,0.995475113122172
fine,0.995475113122172
vampire,0.995475113122172
floor,0.995454545454545
dream,0.995454545454545
work,0.995454545454545
effect,0.995454545454545
hand,0.995454545454545
sound,0.995433789954337
add,0.995433789954337
remember,0.995433789954337
forever,0.995433789954337
local,0.995412844036697
cry,0.995412844036697
police,0.995412844036697
wine,0.995412844036697
cartoon,0.995412844036697
park,0.995391705069124
press,0.995391705069124
pool,0.995391705069124
boy,0.99537037037037
king,0.99537037037037
user,0.99537037037037
finally,0.99537037037037
drug,0.99537037037037
name,0.99537037037037
search,0.99537037037037
beer,0.99537037037037
open,0.995348837209302
up,0.995348837209302
lightly,0.995348837209302
tea,0.995327102803738
mobile,0.995327102803738
thanks,0.995327102803738
exam,0.995327102803738
option,0.995327102803738
might,0.995327102803738
idea,0.995305164319248
smoke,0.995305164319248
body,0.995305164319248
email,0.995305164319248
relax,0.995305164319248
good,0.995283018867924
kid,0.995283018867924
homework,0.995283018867924
nature,0.995283018867924
ask,0.995260663507109
study,0.995260663507109
follow,0.995260663507109
never,0.995260663507109
result,0.995260663507109
great,0.995260663507109
hold,0.995260663507109
junior,0.995260663507109
monster,0.995260663507109
unlucky,0.995260663507109
play,0.995238095238095
mother,0.995238095238095
strong,0.995238095238095
topic,0.995238095238095
lady,0.995238095238095
object,0.995238095238095
person,0.995238095238095
days,0.995215311004784
galaxy,0.995215311004784
key,0.995192307692307
need,0.995169082125603
state,0.995169082125603
lucky,0.995145631067961
accept,0.995121951219512
bed,0.995121951219512
eating,0.995121951219512
incorrect,0.995121951219512
family,0.995098039215686
now,0.995098039215686
metal,0.995098039215686
free,0.995073891625615
health,0.995073891625615
food,0.99502487562189
sorry,0.99502487562189
swimming,0.99502487562189
test,0.995
job,0.995
here,0.994974874371859
taxi,0.994974874371859
extreme,0.994974874371859
age,0.99492385786802
like,0.994897959183673
magic,0.994845360824742
art,0.99481865284974
respect,0.99481865284974
life,0.994791666666666
orange,0.994791666666666
fish,0.994764397905759
luck,0.994736842105263
place,0.994708994708994
love,0.994680851063829
night,0.994680851063829
run,0.994594594594594
better,0.994444444444444
school,0.994413407821229
businessman,0.993464052287581
printed,0.993197278911564
opposition,0.993031358885017
painted,0.99298245614035
starter,0.992957746478873
wallpaper,0.992857142857142
unfriendly,0.992857142857142
region,0.992831541218638
thirteen,0.992805755395683
electronic,0.992753623188405
documentary,0.992727272727272
snowball,0.992673992673992
designed,0.992673992673992
makeup,0.992673992673992
unblocked,0.992673992673992
functional,0.992619926199262
another,0.992592592592592
relationship,0.992592592592592
geographic,0.992565055762081
product,0.992537313432835
twenty,0.992537313432835
somewhere,0.992537313432835
secretly,0.992537313432835
everybody,0.99250936329588
experimental,0.99250936329588
explorer,0.992481203007518
atlantic,0.992481203007518
possibility,0.992452830188679
requirement,0.992452830188679
beach,0.992424242424242
loading,0.992424242424242
woods,0.992424242424242
progressive,0.992424242424242
incredible,0.992424242424242
answer,0.992395437262357
discovery,0.992395437262357
printer,0.992395437262357
artist,0.99236641221374
exclusive,0.99236641221374
hard,0.992337164750957
graduate,0.992337164750957
blocked,0.992337164750957
hopefully,0.992337164750957
washing,0.992337164750957
electricity,0.992337164750957
graduation,0.992307692307692
emotional,0.992277992277992
magical,0.992277992277992
transformation,0.992277992277992
square,0.992248062015503
sensitive,0.992248062015503
mean,0.992248062015503
business,0.992248062015503
journal,0.992248062015503
outdoor,0.992248062015503
playboy,0.992248062015503
everything,0.992248062015503
eight,0.992248062015503
episode,0.992217898832684
candy,0.992217898832684
unknown,0.992217898832684
birthday,0.992217898832684
these,0.992217898832684
beginning,0.992217898832684
importance,0.992217898832684
enough,0.9921875
thinking,0.9921875
frequency,0.9921875
swim,0.9921875
because,0.9921875
library,0.9921875
community,0.9921875
happening,0.9921875
no,0.9921875
desert,0.9921875
mine,0.992156862745098
headphone,0.992156862745098
absolute,0.992156862745098
true,0.992125984251968
pencil,0.992125984251968
fishing,0.992125984251968
him,0.992125984251968
wonderful,0.992125984251968
microscope,0.992125984251968
when,0.992094861660079
normally,0.992094861660079
correction,0.992094861660079
superstar,0.992094861660079
welcoming,0.992094861660079
switch,0.992063492063492
third,0.992063492063492
painting,0.992063492063492
organizer,0.992063492063492
book,0.99203187250996
year,0.99203187250996
private,0.99203187250996
stupid,0.99203187250996
web,0.99203187250996
are,0.99203187250996
talking,0.99203187250996
begin,0.99203187250996
waiting,0.99203187250996
restart,0.99203187250996
holidays,0.99203187250996
hamburger,0.99203187250996
photographic,0.99203187250996
dancing,0.992
flag,0.992
yourself,0.992
tree,0.992
symbol,0.992
complete,0.992
newspaper,0.992
irregular,0.992
incident,0.992
presentation,0.992
princess,0.992
six,0.991967871485943
usually,0.991967871485943
spoken,0.991967871485943
pilot,0.991967871485943
feed,0.991967871485943
monday,0.991967871485943
afternoon,0.991967871485943
delicious,0.991967871485943
crystal,0.991967871485943
zoom,0.991935483870967
with,0.991935483870967
mind,0.991935483870967
intelligent,0.991935483870967
signal,0.991935483870967
follower,0.991935483870967
get,0.991902834008097
twins,0.991902834008097
quality,0.991902834008097
graphic,0.991902834008097
difficulty,0.991902834008097
learn,0.991869918699187
farm,0.991869918699187
door,0.991869918699187
under,0.991869918699187
world,0.991869918699187
challenge,0.991869918699187
operator,0.991869918699187
living,0.991869918699187
eleven,0.991869918699187
observation,0.991869918699187
institution,0.991869918699187
agree,0.991836734693877
twice,0.991836734693877
some,0.991836734693877
little,0.991836734693877
doing,0.991836734693877
winter,0.991836734693877
forget,0.991836734693877
protein,0.991836734693877
collected,0.991836734693877
calculate,0.991836734693877
smaller,0.991836734693877
breaking,0.991836734693877
burning,0.991836734693877
pictures,0.991836734693877
finding,0.991836734693877
profession,0.991836734693877
attack,0.991803278688524
small,0.991803278688524
noise,0.991803278688524
special,0.991803278688524
missing,0.991803278688524
much,0.991803278688524
running,0.991803278688524
color,0.991803278688524
society,0.991803278688524
political,0.991803278688524
building,0.991803278688524
zebra,0.991803278688524
lifetime,0.991803278688524
installation,0.991803278688524
smoking,0.991769547325102
from,0.991769547325102
outside,0.991769547325102
country,0.991769547325102
medium,0.991769547325102
spend,0.991769547325102
mountain,0.991769547325102
sign,0.991769547325102
economy,0.991769547325102
production,0.991769547325102
choice,0.991735537190082
support,0.991735537190082
frozen,0.991735537190082
discover,0.991735537190082
ocean,0.991735537190082
trust,0.991735537190082
trouble,0.991735537190082
slowly,0.991735537190082
disconnected,0.991735537190082
come,0.991701244813278
myself,0.991701244813278
since,0.991701244813278
middle,0.991701244813278
different,0.991701244813278
chess,0.991701244813278
dress,0.991666666666666
ugly,0.991666666666666
fortune,0.991666666666666
used,0.991666666666666
sir,0.991666666666666
soundtrack,0.991666666666666
radiator,0.991666666666666
baby,0.991631799163179
picture,0.991631799163179
if,0.991631799163179
idiot,0.991631799163179
few,0.991631799163179
weekend,0.991631799163179
weather,0.991631799163179
tablet,0.991631799163179
invisible,0.991631799163179
dictionary,0.991631799163179
celebrity,0.991631799163179
hairstyle,0.991631799163179
next,0.991596638655462
photo,0.991596638655462
see,0.991596638655462
natural,0.991596638655462
child,0.991596638655462
power,0.991596638655462
manual,0.991596638655462
visitor,0.991596638655462
creator,0.991596638655462
cover,0.991596638655462
working,0.991561181434599
flow,0.991561181434599
available,0.991561181434599
hi,0.991561181434599
stand,0.991561181434599
directly,0.991561181434599
mix,0.991525423728813
bedroom,0.991525423728813
patient,0.991525423728813
meat,0.991525423728813
size,0.991489361702127
beauty,0.991489361702127
green,0.991489361702127
clean,0.991489361702127
friendly,0.991489361702127
younger,0.991489361702127
smoked,0.991489361702127
professionally,0.991489361702127
unsuccessful,0.991489361702127
sunny,0.991452991452991
powerful,0.991452991452991
station,0.991452991452991
storm,0.991416309012875
fight,0.991416309012875
side,0.991416309012875
battery,0.991416309012875
musical,0.991416309012875
personally,0.991416309012875
timeless,0.991416309012875
break,0.991379310344827
sex,0.991379310344827
made,0.991379310344827
winner,0.991379310344827
flight,0.991379310344827
economic,0.991379310344827
government,0.991379310344827
exit,0.991341991341991
female,0.991341991341991
snake,0.991341991341991
paper,0.991341991341991
store,0.991341991341991
focus,0.991341991341991
spring,0.991341991341991
temperature,0.991341991341991
sold,0.991341991341991
decoration,0.991341991341991
calculating,0.991341991341991
gay,0.991304347826087
language,0.991304347826087
function,0.991304347826087
express,0.991266375545851
medicine,0.991266375545851
hall,0.991266375545851
friendship,0.991266375545851
leaves,0.991266375545851
piano,0.991228070175438
primary,0.991228070175438
nervous,0.991228070175438
please,0.991189427312775
credit,0.991189427312775
glass,0.991189427312775
clear,0.991189427312775
following,0.991189427312775
mirror,0.991189427312775
famous,0.991189427312775
cheese,0.991189427312775
short,0.991189427312775
nearly,0.991189427312775
serious,0.991189427312775
invite,0.991189427312775
slow,0.991189427312775
accepted,0.991189427312775
goodbye,0.991189427312775
pen,0.991189427312775
count,0.991189427312775
familiar,0.991189427312775
passport,0.991189427312775
exciting,0.991189427312775
car,0.991150442477876
teacher,0.991150442477876
office,0.991150442477876
front,0.991150442477876
ever,0.991150442477876
so,0.991150442477876
quickly,0.991150442477876
code,0.991150442477876
forgot,0.991150442477876
just,0.991111111111111
joker,0.991111111111111
useful,0.991111111111111
calling,0.991111111111111
everyone,0.991111111111111
photography,0.991111111111111
old,0.991071428571428
head,0.991071428571428
match,0.991071428571428
medical,0.991071428571428
carefully,0.991071428571428
kind,0.991071428571428
table,0.991071428571428
model,0.991071428571428
hot,0.991031390134529
laugh,0.991031390134529
smoker,0.991031390134529
nobody,0.991031390134529
father,0.991031390134529
cool,0.990990990990991
money,0.990990990990991
calm,0.990990990990991
flower,0.990950226244343
mixed,0.990950226244343
lovely,0.990950226244343
type,0.990950226244343
reason,0.990909090909091
apple,0.990909090909091
ball,0.990909090909091
first,0.990867579908675
buy,0.990867579908675
general,0.990867579908675
killer,0.990867579908675
market,0.990867579908675
workout,0.990867579908675
sale,0.990867579908675
half,0.990867579908675
studio,0.990867579908675
post,0.990867579908675
after,0.990825688073394
pain,0.990825688073394
fly,0.990825688073394
extra,0.990825688073394
version,0.990825688073394
camera,0.990783410138248
almost,0.990783410138248
actually,0.990783410138248
brother,0.990783410138248
go,0.99074074074074
stop,0.99074074074074
cooking,0.99074074074074
national,0.99074074074074
continue,0.99074074074074
wife,0.990697674418604
say,0.990697674418604
kitchen,0.990697674418604
emotion,0.990697674418604
machine,0.990697674418604
rock,0.990654205607476
nice,0.990654205607476
face,0.990654205607476
queen,0.990654205607476
pink,0.990654205607476
step,0.990654205607476
pay,0.990654205607476
success,0.990654205607476
plan,0.990654205607476
date,0.990610328638497
speed,0.990610328638497
left,0.990610328638497
historical,0.990610328638497
doctor,0.990566037735849
sister,0.990566037735849
perfect,0.990566037735849
push,0.990566037735849
cat,0.990521327014218
air,0.990521327014218
always,0.990521327014218
very,0.990521327014218
pure,0.990521327014218
revolution,0.990521327014218
alcohol,0.990521327014218
freedom,0.99047619047619
she,0.99047619047619
map,0.99047619047619
still,0.99047619047619
cold,0.990430622009569
news,0.990430622009569
energy,0.990430622009569
girl,0.990430622009569
hero,0.990384615384615
her,0.990384615384615
fast,0.990384615384615
rainbow,0.990384615384615
meeting,0.990338164251207
call,0.990338164251207
castle,0.990338164251207
load,0.990338164251207
dead,0.990291262135922
new,0.990243902439024
done,0.990243902439024
tall,0.990243902439024
copy,0.990196078431372
banana,0.990196078431372
use,0.990147783251231
write,0.990147783251231
speak,0.99009900990099
economist,0.99009900990099
male,0.990049751243781
drink,0.990049751243781
fun,0.99
zoo,0.99
nurse,0.99
moment,0.99
completely,0.99
ready,0.989949748743718
looking,0.98989898989899
home,0.989795918367346
care,0.989795918367346
safe,0.989795918367346
college,0.989795918367346
feeling,0.989743589743589
unpopular,0.989690721649484
hometown,0.989583333333333
notification,0.989547038327526
professional,0.989528795811518
transform,0.989510489510489
processing,0.989510489510489
today,0.989473684210526
introduction,0.989436619718309
forgotten,0.989417989417989
believable,0.989399293286219
minority,0.989361702127659
microbiology,0.98932384341637
himself,0.989285714285714
moonlight,0.989285714285714
volleyball,0.989285714285714
workbook,0.989208633093525
calculator,0.989169675090252
expression,0.989169675090252
development,0.989169675090252
pyramid,0.989169675090252
disconnect,0.989169675090252
independent,0.989130434782608
geography,0.989130434782608
communication,0.989090909090909
biological,0.98905109489051
employed,0.989010989010989
publish,0.989010989010989
preference,0.989010989010989
recommend,0.989010989010989
glasses,0.988970588235294
international,0.988970588235294
vitamin,0.988888888888888
mineral,0.988888888888888
driven,0.988888888888888
freestyle,0.988888888888888
lived,0.988888888888888
recycling,0.988888888888888
vacation,0.988847583643122
experience,0.988847583643122
automatically,0.988847583643122
complication,0.988847583643122
dear,0.988805970149253
customs,0.988805970149253
successfully,0.988805970149253
interviewer,0.988805970149253
domination,0.988805970149253
unbelievable,0.98876404494382
nickname,0.988721804511278
activate,0.988721804511278
everyday,0.988721804511278
reflection,0.988721804511278
memorize,0.988721804511278
incomplete,0.988721804511278
cinema,0.988679245283018
unlikely,0.988679245283018
engineer,0.988679245283018
understand,0.988679245283018
morning,0.988679245283018
film,0.988636363636363
point,0.988636363636363
fighter,0.988636363636363
conservation,0.988636363636363
dinner,0.988593155893536
on,0.988593155893536
disagree,0.988593155893536
postcard,0.988593155893536
pancake,0.988593155893536
confirmation,0.988593155893536
mode,0.988593155893536
casually,0.988593155893536
everywhere,0.988593155893536
voicemail,0.988593155893536
lifestyle,0.98854961832061
relaxed,0.98854961832061
educate,0.98854961832061
application,0.988505747126436
pocket,0.988461538461538
surprise,0.988461538461538
visiting,0.988461538461538
motivate,0.988461538461538
profile,0.988416988416988
order,0.988416988416988
cash,0.988416988416988
opening,0.988416988416988
secondary,0.988416988416988
literature,0.988416988416988
reviewer,0.988416988416988
uncomfortable,0.988372093023255
successful,0.988326848249027
ways,0.988326848249027
translation,0.988326848249027
communicate,0.988326848249027
philosophy,0.988326848249027
internationally,0.988326848249027
became,0.988304093567251
yesterday,0.98828125
animation,0.98828125
employer,0.98828125
continued,0.98828125
message,0.98828125
personalize,0.98828125
playroom,0.98828125
summer,0.988235294117647
dentist,0.988235294117647
none,0.988235294117647
steps,0.988235294117647
popcorn,0.988235294117647
baseball,0.988235294117647
driver,0.988188976377952
already,0.988188976377952
the,0.988188976377952
millions,0.988188976377952
photographer,0.988188976377952
opinion,0.988142292490118
less,0.988142292490118
freezer,0.988142292490118
crash,0.988142292490118
navigator,0.988095238095238
elementary,0.988095238095238
sexuality,0.988095238095238
preparation,0.988095238095238
rest,0.98804780876494
decide,0.98804780876494
signature,0.98804780876494
army,0.98804780876494
diagram,0.98804780876494
testing,0.98804780876494
as,0.98804780876494
wake,0.98804780876494
elimination,0.98804780876494
cut,0.988
learning,0.988
pleasure,0.988
memorial,0.988
dramatically,0.988
paragraph,0.988
sixty,0.988
finishing,0.988
talent,0.987951807228915
older,0.987951807228915
towards,0.987951807228915
creativity,0.987951807228915
translator,0.987951807228915
memory,0.987903225806451
verbal,0.987903225806451
display,0.987903225806451
jazz,0.987903225806451
form,0.987903225806451
unhappy,0.987903225806451
publisher,0.987903225806451
transport,0.987903225806451
marked,0.987903225806451
three,0.987903225806451
sixteenth,0.987903225806451
location,0.987854251012145
emergency,0.987854251012145
soul,0.987854251012145
tooth,0.987854251012145
dominate,0.987854251012145
micro,0.987854251012145
airline,0.987854251012145
assistant,0.98780487804878
recognize,0.98780487804878
into,0.98780487804878
channel,0.98780487804878
november,0.98780487804878
angry,0.987755102040816
butterfly,0.987755102040816
practical,0.987755102040816
taking,0.987755102040816
listen,0.987704918032786
really,0.987704918032786
suggestion,0.987704918032786
price,0.987704918032786
letter,0.987704918032786
sandwich,0.987704918032786
sometimes,0.987704918032786
written,0.987704918032786
shortly,0.987704918032786
panic,0.987654320987654
holiday,0.987654320987654
minute,0.987654320987654
to,0.987654320987654
gallery,0.987654320987654
they,0.987654320987654
clothes,0.987654320987654
destroy,0.987654320987654
reaction,0.987654320987654
interesting,0.987654320987654
generation,0.987654320987654
tv,0.987654320987654
technological,0.987654320987654
honey,0.987603305785124
original,0.987603305785124
ticket,0.987603305785124
sure,0.987603305785124
item,0.987603305785124
sheep,0.987603305785124
designer,0.987603305785124
satisfaction,0.987603305785124
stay,0.987551867219917
military,0.987551867219917
near,0.987551867219917
and,0.987551867219917
difference,0.987551867219917
injection,0.987551867219917
real,0.9875
visit,0.9875
image,0.9875
season,0.9875
atmosphere,0.9875
promotion,0.9875
drinking,0.9875
transporting,0.9875
story,0.987447698744769
figure,0.987447698744769
easily,0.987447698744769
delete,0.987447698744769
marketing,0.987447698744769
tolerant,0.987447698744769
costume,0.987447698744769
imagination,0.987447698744769
flat,0.987394957983193
actual,0.987394957983193
balanced,0.987394957983193
supermarket,0.987394957983193
documentation,0.987394957983193
jump,0.987341772151898
same,0.987341772151898
universe,0.987341772151898
leader,0.98728813559322
salt,0.98728813559322
north,0.98728813559322
let,0.98728813559322
return,0.98728813559322
wide,0.98728813559322
tradition,0.98728813559322
confirmed,0.98728813559322
bluetooth,0.98728813559322
rain,0.987234042553191
network,0.987234042553191
cultural,0.987234042553191
would,0.987234042553191
objective,0.987234042553191
lesbian,0.987234042553191
quite,0.987234042553191
most,0.987234042553191
elephant,0.987234042553191
maximize,0.987234042553191
dressing,0.987234042553191
blessing,0.987234042553191
update,0.987179487179487
cotton,0.987179487179487
fresh,0.987179487179487
confirm,0.987179487179487
passenger,0.987179487179487
anymore,0.987179487179487
ridiculous,0.987179487179487
received,0.987179487179487
before,0.987124463519313
data,0.987124463519313
awesome,0.987124463519313
shopping,0.987124463519313
collect,0.987124463519313
other,0.987124463519313
article,0.987124463519313
create,0.987124463519313
inspire,0.987124463519313
reference,0.987124463519313
celebrate,0.987124463519313
example,0.987068965517241
event,0.987068965517241
tattoo,0.987068965517241
hungry,0.987068965517241
progress,0.987068965517241
bike,0.987012987012987
hurry,0.987012987012987
print,0.987012987012987
healthy,0.987012987012987
illegal,0.987012987012987
replace,0.987012987012987
safely,0.987012987012987
unit,0.98695652173913
down,0.98695652173913
logical,0.98695652173913
giving,0.98695652173913
based,0.98695652173913
soft,0.986899563318777
married,0.986899563318777
rich,0.986899563318777
finger,0.986899563318777
oil,0.986899563318777
wash,0.986899563318777
number,0.986899563318777
television,0.986899563318777
soap,0.986842105263157
super,0.986842105263157
wonder,0.986842105263157
keeping,0.986842105263157
conclusion,0.986842105263157
definitely,0.986842105263157
class,0.986784140969163
chips,0.986784140969163
victory,0.986725663716814
above,0.986725663716814
excellent,0.986725663716814
connect,0.986725663716814
goal,0.986725663716814
release,0.986725663716814
guy,0.986725663716814
highest,0.986725663716814
welcome,0.986666666666666
weak,0.986666666666666
last,0.986666666666666
closer,0.986666666666666
vision,0.986666666666666
president,0.986666666666666
center,0.986666666666666
moving,0.986666666666666
garden,0.986622073578595
administration,0.986622073578595
moon,0.986607142857142
blood,0.986607142857142
duck,0.986607142857142
speaking,0.986607142857142
burger,0.986607142857142
culture,0.986547085201793
more,0.986547085201793
wait,0.986547085201793
all,0.986547085201793
public,0.986547085201793
heaven,0.986547085201793
fair,0.986547085201793
careful,0.986547085201793
comfort,0.986547085201793
couple,0.986547085201793
thin,0.986547085201793
scan,0.986547085201793
be,0.986547085201793
fan,0.986486486486486
survivor,0.986486486486486
realize,0.986486486486486
analysis,0.986486486486486
protect,0.986425339366515
bus,0.986363636363636
blue,0.986363636363636
author,0.986363636363636
teen,0.986363636363636
critical,0.986363636363636
secret,0.986363636363636
hear,0.986363636363636
blow,0.986363636363636
fullscreen,0.986348122866894
train,0.986301369863013
single,0.986301369863013
fruit,0.986301369863013
stomach,0.986301369863013
arm,0.986301369863013
bookstore,0.986301369863013
could,0.986301369863013
surprising,0.986301369863013
evil,0.986238532110091
romantic,0.986238532110091
toilet,0.986238532110091
times,0.986238532110091
dog,0.986175115207373
ring,0.986175115207373
select,0.986175115207373
make,0.986175115207373
screen,0.986175115207373
line,0.986175115207373
page,0.986175115207373
church,0.986175115207373
report,0.986159169550173
underwater,0.986159169550173
over,0.986111111111111
friend,0.986111111111111
drama,0.986111111111111
puzzle,0.986111111111111
removed,0.986111111111111
human,0.986046511627907
brain,0.986046511627907
returned,0.986013986013986
authorized,0.986013986013986
hide,0.985981308411215
long,0.985981308411215
lemon,0.985981308411215
give,0.985981308411215
breath,0.985981308411215
gym,0.985981308411215
anybody,0.985964912280701
included,0.985964912280701
comedy,0.985915492957746
know,0.985915492957746
highway,0.985915492957746
exchange,0.985915492957746
automatic,0.985865724381625
maximum,0.985849056603773
dancer,0.985849056603773
reserved,0.985815602836879
checklist,0.985815602836879
stopped,0.985815602836879
unexpected,0.985815602836879
repair,0.985781990521327
road,0.985781990521327
conversation,0.98576512455516
rarely,0.98576512455516
why,0.985714285714285
gold,0.985714285714285
organization,0.985663082437276
posted,0.985663082437276
circle,0.985645933014354
individual,0.985645933014354
potato,0.985645933014354
journalist,0.985611510791366
resident,0.985611510791366
simulated,0.985611510791366
menu,0.985576923076923
happiness,0.985576923076923
bridge,0.985559566787003
suit,0.985559566787003
firework,0.985559566787003
feel,0.985507246376811
false,0.985507246376811
